Feature_ID,VIP,Group_Contribution,mz,RT,Correlation_ID,Spectrum_ID,Compound_Name,Adduct,Putative_BA
4529,1.360,Regular chow,173.0813,0.706,NA,NA,NA,NA,NA
14067,1.360,High Fat Diet,212.1286,2.127,NA,NA,NA,NA,NA
31508,1.359,Regular chow,203.1800,5.464,137,CCMSLIB00005725033,"1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol",M-H2O+H,NA
22742,1.359,High Fat Diet,232.1335,3.545,757,NA,NA,NA,NA
23528,1.359,High Fat Diet,426.3219,3.741,NA,CCMSLIB00010233189,"""Candidate Trihydroxylated bile acid (delta mass 17.0297; ; spectral library match to CCMSLIB00003137151, Spectral Match to Cholic acid from NIST14)""",M+H,NA
26650,1.359,High Fat Diet,431.2773,4.427,NA,CCMSLIB00010232111,"""Candidate Trihydroxylated bile acid (delta mass 21.9824; sirius atomic difference: 2C, -2H; buddy atomic difference: 2C, -2H; spectral library match to CCMSLIB00005465201, """"(4R)-4-((3S,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
22341,1.359,Regular chow,397.2569,3.477,NA,NA,NA,NA,NA
4754,1.358,Regular chow,308.1963,0.694,NA,NA,NA,NA,NA
26838,1.357,High Fat Diet,398.3065,4.472,315,CCMSLIB00010238816,"""Candidate Dihydroxylated bile acid (delta mass 5.0052; sirius atomic difference: 2C, -1H, 1N, -2O; buddy atomic difference: 2C, -1H, 1N, -2O)""",M+H,NA
12161,1.357,Regular chow,175.1195,1.894,597,CCMSLIB00003135748,Spectral Match to L-Arginine from NIST14,M+H,NA
22079,1.357,Regular chow,510.3290,3.417,NA,NA,NA,NA,NA
27704,1.357,High Fat Diet,429.2407,4.691,132,NA,NA,NA,NA
22645,1.357,Regular chow,471.3105,3.602,NA,NA,NA,NA,NA
30416,1.357,Regular chow,644.5105,5.282,570,NA,NA,NA,NA
19818,1.357,High Fat Diet,928.4361,3.019,NA,CCMSLIB00010217698,"""Candidate Trihydroxylated bile acid (delta mass 519.1384; sirius atomic difference: 27C, 25H, 3N, 6O, 1S; buddy atomic difference: 26C, 25H, 5N, 3O, 2S)""",M+H,NA
32935,1.357,High Fat Diet,490.3316,5.664,NA,NA,NA,NA,NA
3083,1.356,Regular chow,373.2810,0.493,NA,CCMSLIB00003139548,Spectral Match to Ile-Ile-Lys from NIST14,M+H,NA
28752,1.356,High Fat Diet,531.2753,4.927,179,NA,NA,NA,NA
9880,1.356,Regular chow,246.1704,1.656,NA,CCMSLIB00012331564,pentanoylcarnitine,[M]+,NA
7406,1.355,Regular chow,218.1394,1.275,NA,NA,NA,NA,NA
9478,1.355,High Fat Diet,402.6983,1.635,NA,NA,NA,NA,NA
29752,1.355,High Fat Diet,371.2586,5.149,NA,NA,NA,NA,NA
26479,1.355,High Fat Diet,387.2536,4.391,NA,CCMSLIB00010243006,"""Candidate Tetrahydroxylated bile acid (delta mass -38.037; sirius atomic difference: -6H, -2O; buddy atomic difference: -6H, -2O)""",M+H,NA
1475,1.355,Regular chow,188.1764,0.289,NA,CCMSLIB00012715992,Candidate Spermidine-C2:0 (delta mass:42.0105),M+H,NA
14274,1.355,High Fat Diet,241.1061,2.156,NA,NA,NA,NA,NA
16015,1.355,High Fat Diet,250.1805,2.410,NA,NA,NA,NA,NA
4582,1.355,Regular chow,105.0702,0.683,NA,NA,NA,NA,NA
27196,1.354,High Fat Diet,503.3715,4.688,NA,NA,NA,NA,NA
24312,1.354,High Fat Diet,493.2472,3.912,NA,NA,NA,NA,NA
23548,1.354,High Fat Diet,444.2421,3.737,NA,NA,NA,NA,NA
6890,1.353,Regular chow,309.1843,1.176,NA,NA,NA,NA,NA
30401,1.353,Regular chow,649.4663,5.282,570,NA,NA,NA,NA
34508,1.353,High Fat Diet,759.5721,6.035,NA,NA,NA,NA,NA
8105,1.352,Regular chow,357.2139,1.503,NA,NA,NA,NA,NA
19046,1.352,High Fat Diet,340.2332,2.862,NA,NA,NA,NA,NA
21788,1.352,High Fat Diet,719.3773,3.362,260,NA,NA,NA,NA
14705,1.352,High Fat Diet,390.2014,2.213,539,NA,NA,NA,NA
25874,1.352,Regular chow,437.3022,4.245,NA,NA,NA,NA,NA
23501,1.352,High Fat Diet,641.3182,3.684,NA,NA,NA,NA,NA
17032,1.352,High Fat Diet,412.2213,2.530,NA,NA,NA,NA,NA
25808,1.352,Regular chow,439.3572,4.318,217,NA,NA,NA,NA
18494,1.352,High Fat Diet,305.1869,2.782,NA,NA,NA,NA,NA
15729,1.352,High Fat Diet,394.1542,2.358,NA,NA,NA,NA,NA
4965,1.351,Regular chow,204.1363,0.813,NA,CCMSLIB00003136061,Spectral Match to Phe-Leu-Lys from NIST14,M+2H,NA
22805,1.351,High Fat Diet,370.2594,3.567,555,CCMSLIB00010247964,"""Candidate Tetrahydroxylated bile acid (delta mass -55.0305; buddy atomic difference: -4C, -5H, 1N, -1O)""",M+H,NA
20062,1.351,Regular chow,362.2542,3.035,NA,NA,NA,NA,NA
28743,1.351,High Fat Diet,390.3219,4.930,NA,CCMSLIB00010240639,"""Candidate Trihydroxylated bile acid (delta mass -18.9735; sirius atomic difference: 1C, 1H, -2O)""",M+H,NA
33448,1.351,High Fat Diet,341.2883,5.771,128,CCMSLIB00010250705,"""Candidate Monohydroxylated bile acid (delta mass -36.0169; sirius atomic difference: -6C, -4H, 4N, -1O; buddy atomic difference: -3C, -2O, 1S)""",M+H,NA
6986,1.351,Regular chow,231.1707,1.185,156,CCMSLIB00003139580,Spectral Match to Val-Leu from NIST14,M+H,NA
10009,1.351,Regular chow,295.1819,1.622,NA,NA,NA,NA,NA
3168,1.349,Regular chow,311.1241,0.483,NA,CCMSLIB00003136114,Spectral Match to .alpha.-L-Glu-L-Tyr from NIST14,M+H,NA
3595,1.349,High Fat Diet,378.6860,0.581,NA,NA,NA,NA,NA
24930,1.349,Regular chow,505.3527,4.043,NA,NA,NA,NA,NA
19890,1.349,Regular chow,656.3309,3.013,NA,CCMSLIB00010219976,"""Candidate Trihydroxylated bile acid (delta mass 247.0302; buddy atomic difference: 10C, 5H, 3N, 5O)""",M+H,NA
24501,1.348,High Fat Diet,353.2489,3.949,334,CCMSLIB00010250239,"""Candidate Trihydroxylated bile acid (delta mass -56.0475; sirius atomic difference: -8H, -3O; buddy atomic difference: -8H, -3O)""",M+H,NA
19968,1.348,High Fat Diet,463.2079,3.028,518,CCMSLIB00010228861,"""Candidate Trihydroxylated bile acid (delta mass 53.9134; sirius atomic difference: 4C, -10H, 1O)""",M+H,NA
12222,1.348,Regular chow,227.1277,1.896,NA,NA,NA,NA,NA
22501,1.347,High Fat Diet,557.2893,3.508,NA,NA,NA,NA,NA
14473,1.346,Regular chow,468.7621,2.179,NA,NA,NA,NA,NA
29066,1.346,Regular chow,385.2360,4.992,NA,NA,NA,NA,NA
15178,1.345,High Fat Diet,368.7215,2.257,NA,NA,NA,NA,NA
17688,1.345,High Fat Diet,569.2885,2.635,NA,NA,NA,NA,NA
37530,1.345,Regular chow,682.1806,7.000,NA,NA,NA,NA,NA
22482,1.345,High Fat Diet,380.2076,3.524,NA,NA,NA,NA,NA
23377,1.345,High Fat Diet,397.3091,3.676,NA,NA,NA,NA,NA
24535,1.344,High Fat Diet,422.2905,3.998,NA,CCMSLIB00010234474,"""Candidate Tetrahydroxylated bile acid (delta mass -2.9991; sirius atomic difference: -4H, -1O; buddy atomic difference: -1H, 1N, -1O)""",M+H,NA
31019,1.344,Regular chow,341.3050,5.389,40,NA,NA,NA,NA
4438,1.344,Regular chow,293.1856,0.714,NA,NA,NA,NA,NA
3077,1.344,Regular chow,288.1912,0.492,360,NA,NA,NA,NA
23017,1.343,High Fat Diet,352.2488,3.606,NA,NA,NA,NA,NA
3751,1.343,Regular chow,310.1402,0.518,NA,NA,NA,NA,NA
20858,1.342,High Fat Diet,739.3903,3.168,NA,NA,NA,NA,NA
6386,1.342,Regular chow,446.2258,1.065,NA,NA,NA,NA,NA
12241,1.342,High Fat Diet,170.1179,1.873,842,NA,NA,NA,NA
20550,1.342,High Fat Diet,533.3278,3.113,465,CCMSLIB00010222581,"""Candidate Trihydroxylated bile acid (delta mass 124.0331; sirius atomic difference: 8C, 6H; buddy atomic difference: 11C, 4N, -4O; spectral library match to CCMSLIB00006680127, TAUROCHOLIC ACID)""",M+H,Trihydroxylated bile acid_ncgc00385964-01!3-ethyl-6-hydroxy-3h-2-benzofuran-1-one [M-2H2O+H]+
20659,1.342,High Fat Diet,440.3012,3.183,NA,NA,NA,NA,NA
24729,1.341,Regular chow,487.3416,4.015,NA,NA,NA,NA,NA
23170,1.341,High Fat Diet,515.3178,3.603,82,CCMSLIB00010223461,"""Candidate Dihydroxylated bile acid (delta mass 122.0168; sirius atomic difference: 2C, 6H, 2N, 2O, 1S)""",M+H,NA
29156,1.341,Regular chow,328.2487,5.093,110,NA,NA,NA,NA
29396,1.341,High Fat Diet,526.3192,5.103,NA,NA,NA,NA,NA
29078,1.341,High Fat Diet,513.3209,5.028,NA,NA,NA,NA,NA
6971,1.341,Regular chow,203.1396,1.071,NA,NA,NA,NA,NA
1914,1.340,Regular chow,212.1144,0.352,592,NA,NA,NA,NA
2732,1.340,Regular chow,196.1231,0.466,NA,CCMSLIB00003138206,Spectral Match to Phe-Pro-Lys from NIST14,M+2H],NA
3842,1.340,Regular chow,208.1336,0.629,NA,NA,NA,NA,NA
11844,1.340,High Fat Diet,359.1623,1.851,NA,NA,NA,NA,NA
5326,1.339,Regular chow,186.0768,0.769,NA,NA,NA,NA,NA
21667,1.338,High Fat Diet,347.1855,3.347,NA,NA,NA,NA,NA
20484,1.338,Regular chow,321.2428,3.114,NA,NA,NA,NA,NA
4432,1.337,Regular chow,354.1514,0.711,NA,NA,NA,NA,NA
24819,1.337,High Fat Diet,273.1373,3.993,NA,NA,NA,NA,NA
12694,1.337,Regular chow,251.1646,1.918,627,NA,NA,NA,NA
20380,1.336,High Fat Diet,317.1501,3.060,NA,NA,NA,NA,NA
13531,1.336,Regular chow,123.0407,2.057,597,NA,NA,NA,NA
26974,1.335,Regular chow,499.3210,4.466,NA,CCMSLIB00010224052,"""Candidate Dihydroxylated bile acid (delta mass 106.0198; buddy atomic difference: 2C, 6H, 2N, 1O, 1S)""",M+H,NA
33490,1.334,High Fat Diet,340.2850,5.771,128,NA,NA,NA,NA
2720,1.333,Regular chow,388.2200,0.454,NA,NA,NA,NA,NA
9147,1.333,Regular chow,265.1553,1.513,NA,CCMSLIB00003137478,Spectral Match to Phe-Val from NIST14,M+H,NA
23336,1.333,High Fat Diet,468.3686,3.656,631,CCMSLIB00003136884,"Spectral Match to 3.alpha.,7.alpha.,12.alpha.-Trihydroxycholestanoic acid from NIST14",M+NH4,NA
32346,1.333,High Fat Diet,754.5369,5.609,398,CCMSLIB00010088579,PC(14:0/20:4); [M+H]+ C42H77N1O8P1,M+H,NA
16220,1.333,Regular chow,410.2908,2.411,NA,NA,NA,NA,NA
34105,1.333,High Fat Diet,654.5311,5.928,NA,NA,NA,NA,NA
20315,1.333,High Fat Diet,498.2888,3.059,NA,CCMSLIB00010224239,"""Candidate Trihydroxylated bile acid (delta mass 88.9943; sirius atomic difference: 2C, 3H, 1N, 1O, 1S; buddy atomic difference: 2C, 3H, 1N, 1O, 1S; spectral library match to CCMSLIB00005435575, taurohyocholic acid)""",M+H,Trihydroxylated bile acid_taurine [M-H2O+H]+
26609,1.332,High Fat Diet,397.3103,4.410,NA,CCMSLIB00010238828,"""Candidate Dihydroxylated bile acid (delta mass 4.0106; sirius atomic difference: 3C, -2O; buddy atomic difference: 3C, -2O)""",M+H,NA
22750,1.332,High Fat Diet,700.3386,3.549,416,NA,NA,NA,NA
35832,1.332,High Fat Diet,732.5543,6.495,NA,CCMSLIB00003136587,Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
23000,1.332,Regular chow,275.2010,3.651,NA,NA,NA,NA,NA
31890,1.332,High Fat Diet,728.5205,5.586,398,NA,NA,NA,NA
26050,1.332,High Fat Diet,556.3633,4.256,798,CCMSLIB00006583694,Phe-bMCA,M+H,NA
10934,1.332,High Fat Diet,341.6802,1.691,200,NA,NA,NA,NA
2229,1.331,Regular chow,359.2657,0.374,332,CCMSLIB00003134493,Spectral Match to Leu-Val-Lys from NIST14,M+H,NA
7469,1.331,Regular chow,336.1578,1.224,NA,NA,NA,NA,NA
9946,1.330,Regular chow,227.1282,1.594,NA,NA,NA,NA,NA
25765,1.330,Regular chow,564.3573,4.227,NA,NA,NA,NA,NA
31296,1.330,High Fat Diet,552.4034,5.443,NA,CCMSLIB00003139903,Spectral Match to 1-Octadecyl-2-acetyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
15648,1.330,High Fat Diet,228.1232,2.244,NA,NA,NA,NA,NA
3626,1.330,Regular chow,376.1716,0.480,NA,NA,NA,NA,NA
8541,1.329,Regular chow,399.2607,1.450,NA,NA,NA,NA,NA
24391,1.329,Regular chow,485.3275,3.934,219,CCMSLIB00010224998,"""Candidate Pentahydroxylated bile acid (delta mass 44.042; sirius atomic difference: 6C, 4H, -2O; buddy atomic difference: 6C, 4H, -2O)""",M+H,Pentahydroxylated bile acid_4-methylpentanoic acid [M-3H2O+H]+
2005,1.329,Regular chow,230.1867,0.329,NA,CCMSLIB00012346140,"N1,N8-diacetylspermidine",[M+H]+,NA
26552,1.329,High Fat Diet,339.2692,4.428,315,CCMSLIB00010251906,"""Candidate Dihydroxylated bile acid (delta mass -54.0312; sirius atomic difference: -6H, -3O; buddy atomic difference: -6H, -3O; spectral library match to CCMSLIB00005464753, """"(R)-4-((5R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
26453,1.329,Regular chow,353.2305,4.361,NA,NA,NA,NA,NA
35596,1.328,High Fat Diet,718.5832,6.421,NA,NA,NA,NA,NA
8689,1.328,Regular chow,120.0811,1.458,597,NA,NA,NA,NA
18214,1.328,Regular chow,171.1018,2.738,NA,NA,NA,NA,NA
23885,1.328,High Fat Diet,382.2611,3.845,NA,NA,NA,NA,NA
32666,1.328,Regular chow,499.3373,5.633,348,NA,NA,NA,NA
29780,1.328,Regular chow,342.2643,5.159,NA,NA,NA,NA,NA
29860,1.328,Regular chow,123.1172,5.188,484,NA,NA,NA,NA
36628,1.328,High Fat Diet,586.5201,6.741,166,NA,NA,NA,NA
17592,1.328,Regular chow,255.1594,2.649,NA,NA,NA,NA,NA
6974,1.327,Regular chow,232.1743,1.184,156,NA,NA,NA,NA
20772,1.327,High Fat Diet,349.1775,3.178,NA,NA,NA,NA,NA
3171,1.327,Regular chow,149.0599,0.509,51,NA,NA,NA,NA
10941,1.327,Regular chow,257.1458,1.757,NA,NA,NA,NA,NA
19627,1.327,High Fat Diet,486.2239,2.968,NA,NA,NA,NA,NA
28962,1.327,Regular chow,478.2935,4.979,NA,NA,NA,NA,NA
22078,1.326,High Fat Diet,391.2855,3.435,295,CCMSLIB00010240514,"""Candidate Trihydroxylated bile acid (delta mass -18.0115; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00005464905, """"(R)-4-((3R,5R,6S,7R,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
4470,1.326,High Fat Diet,221.0910,0.669,NA,NA,NA,NA,NA
37283,1.326,High Fat Diet,524.5422,6.963,NA,NA,NA,NA,NA
23286,1.326,High Fat Diet,413.2677,3.651,107,NA,NA,NA,NA
26138,1.326,High Fat Diet,522.3453,4.279,NA,CCMSLIB00006584367,Glu-DCA,M+H,NA
6942,1.326,Regular chow,295.1296,1.193,NA,NA,NA,NA,NA
23848,1.326,High Fat Diet,469.7969,3.859,NA,NA,NA,NA,NA
3153,1.326,Regular chow,120.0812,0.508,51,CCMSLIB00010122232,2-Amino-1-phenylethanol CollisionEnergy:205060,M+H-H2O,NA
2132,1.325,Regular chow,375.2242,0.347,800,NA,NA,NA,NA
6578,1.325,Regular chow,192.0696,1.104,NA,CCMSLIB00003137772,"Spectral Match to L-Methionine, N-acetyl- from NIST14",M+H,NA
10600,1.325,Regular chow,308.1599,1.611,588,NA,NA,NA,NA
13814,1.325,Regular chow,336.1925,2.079,8,NA,NA,NA,NA
26997,1.325,High Fat Diet,392.2881,4.655,132,CCMSLIB00010238953,"""Candidate Trihydroxylated bile acid (delta mass -17.0069; sirius atomic difference: -7C, -3H, 5N; buddy atomic difference: -2C, -3H, 3N, -2O)""",M+H,NA
24699,1.325,High Fat Diet,429.2618,4.028,432,CCMSLIB00010233065,"""Candidate Tetrahydroxylated bile acid (delta mass 3.9716; sirius atomic difference: 2C, -4H, -1O; buddy atomic difference: 2C, -4H, -1O)""",M+H,NA
20698,1.324,Regular chow,239.1644,3.128,NA,NA,NA,NA,NA
33924,1.324,High Fat Diet,398.3635,5.841,NA,CCMSLIB00010010791,Leu-C18:0,M+H,NA
36000,1.324,High Fat Diet,528.5008,6.545,171,NA,NA,NA,NA
11041,1.323,Regular chow,231.1707,1.720,597,CCMSLIB00003134815,Spectral Match to Val-Ile from NIST14,M+H,NA
17850,1.323,High Fat Diet,400.2335,2.717,NA,NA,NA,NA,NA
6708,1.323,High Fat Diet,176.1301,1.108,NA,NA,NA,NA,NA
19225,1.323,High Fat Diet,332.1609,2.901,NA,NA,NA,NA,NA
3543,1.322,Regular chow,324.1550,0.554,NA,NA,NA,NA,NA
17304,1.322,High Fat Diet,196.0978,2.612,NA,NA,NA,NA,NA
6164,1.321,Regular chow,197.0930,1.010,NA,NA,NA,NA,NA
28193,1.321,High Fat Diet,504.3723,4.770,NA,NA,NA,NA,NA
4128,1.321,Regular chow,105.0701,0.579,507,NA,NA,NA,NA
27646,1.320,Regular chow,475.3418,4.695,NA,NA,NA,NA,NA
27793,1.320,High Fat Diet,498.2891,4.730,NA,NA,NA,NA,NA
32775,1.320,Regular chow,393.2755,5.644,33,CCMSLIB00010238910,"""Candidate Dihydroxylated bile acid (delta mass -0.0244; sirius atomic difference: -2C, -4H, 2N; buddy atomic difference: -2C, -4H, 2N)""",M+H,NA
23584,1.320,High Fat Diet,452.3738,3.749,NA,NA,NA,NA,NA
2207,1.320,Regular chow,173.1289,0.357,NA,NA,NA,NA,NA
24528,1.320,High Fat Diet,500.3050,3.957,455,CCMSLIB00006114525,Taurodeoxycholic acid - 40.0 eV,M+H,NA
2616,1.319,High Fat Diet,322.1498,0.370,NA,NA,NA,NA,NA
13962,1.318,Regular chow,616.3317,2.085,NA,NA,NA,NA,NA
15571,1.318,High Fat Diet,623.3111,2.309,NA,NA,NA,NA,NA
3192,1.318,Regular chow,95.0493,0.507,51,NA,NA,NA,NA
2020,1.318,Regular chow,374.2403,0.349,NA,NA,NA,NA,NA
28205,1.318,Regular chow,598.3379,4.812,NA,NA,NA,NA,NA
27422,1.318,High Fat Diet,362.2483,4.617,NA,NA,NA,NA,NA
2058,1.318,Regular chow,388.2559,0.370,NA,CCMSLIB00003138059,Spectral Match to Gln-Leu-Lys from NIST14,M+H,NA
14500,1.318,High Fat Diet,338.2056,2.171,NA,NA,NA,NA,NA
5677,1.317,High Fat Diet,192.1389,0.955,NA,NA,NA,NA,NA
22036,1.317,High Fat Diet,472.2441,3.386,784,NA,NA,NA,NA
26729,1.316,High Fat Diet,413.2670,4.438,NA,NA,NA,NA,NA
14603,1.316,High Fat Diet,220.1371,2.137,NA,NA,NA,NA,NA
21992,1.316,Regular chow,329.2325,3.410,NA,NA,NA,NA,NA
7354,1.316,Regular chow,276.1345,1.267,NA,NA,NA,NA,NA
9329,1.316,High Fat Diet,280.1212,1.541,481,NA,NA,NA,NA
20873,1.316,Regular chow,637.3348,3.180,NA,NA,NA,NA,NA
24259,1.315,Regular chow,315.2535,3.906,176,CCMSLIB00003135516,"Spectral Match to 9,10-Dihydroxy-12Z-octadecenoic acid from NIST14",M+H,NA
9529,1.315,High Fat Diet,210.1242,1.522,NA,NA,NA,NA,NA
25226,1.315,High Fat Diet,410.2984,4.107,630,CCMSLIB00010235799,Candidate Trihydroxylated bile acid (delta mass 1.0039),M+H,NA
20460,1.314,Regular chow,411.2367,3.061,NA,NA,NA,NA,NA
30265,1.314,High Fat Diet,479.3736,5.260,NA,CCMSLIB00010226719,"""Candidate Trihydroxylated bile acid (delta mass 70.0788; sirius atomic difference: 5C, 10H; buddy atomic difference: 5C, 10H)""",M+H,NA
31324,1.314,High Fat Diet,299.2584,5.443,NA,NA,NA,NA,NA
12941,1.314,High Fat Diet,402.2339,1.956,NA,NA,NA,NA,NA
10655,1.314,Regular chow,382.2454,1.725,787,NA,NA,NA,NA
9590,1.313,Regular chow,357.2139,1.555,229,NA,NA,NA,NA
23485,1.313,High Fat Diet,572.3583,3.753,NA,CCMSLIB00006583718,Tyr-bMCA,M+H,NA
11270,1.312,Regular chow,217.1550,1.752,730,NA,NA,NA,NA
2165,1.312,Regular chow,247.1292,0.350,332,NA,NA,NA,NA
20038,1.312,Regular chow,367.2110,2.958,NA,NA,NA,NA,NA
12192,1.312,Regular chow,208.0611,1.804,NA,NA,NA,NA,NA
31690,1.312,High Fat Diet,465.3664,5.522,NA,NA,NA,NA,NA
12023,1.312,Regular chow,402.7186,1.855,574,NA,NA,NA,NA
21869,1.311,High Fat Diet,851.4673,3.382,NA,CCMSLIB00010218041,"""Candidate Trihydroxylated bile acid (delta mass 442.1685; sirius atomic difference: 19C, 22H, 8N, 5O; buddy atomic difference: 30C, 22H, 2N, 2O)""",M+H,NA
30824,1.311,Regular chow,338.2695,5.361,499,CCMSLIB00010255117,"""Candidate Dihydroxylated bile acid (delta mass -55.0311; sirius atomic difference: -4C, -5H, 1N, -1O; buddy atomic difference: -4C, -5H, 1N, -1O)""",M+H,NA
3160,1.311,Regular chow,103.0544,0.509,51,NA,NA,NA,NA
1319,1.311,High Fat Diet,164.1286,0.256,NA,NA,NA,NA,NA
3166,1.311,Regular chow,168.0922,0.510,51,NA,NA,NA,NA
27833,1.311,High Fat Diet,304.2312,4.720,NA,NA,NA,NA,NA
20800,1.311,High Fat Diet,321.1696,3.060,57,NA,NA,NA,NA
14355,1.310,Regular chow,425.7387,2.165,264,NA,NA,NA,NA
6348,1.310,High Fat Diet,199.1086,1.042,NA,NA,NA,NA,NA
8639,1.309,Regular chow,253.6350,1.460,NA,NA,NA,NA,NA
32952,1.309,High Fat Diet,388.2864,5.648,NA,NA,NA,NA,NA
23090,1.309,Regular chow,379.2469,3.617,NA,NA,NA,NA,NA
10778,1.309,High Fat Diet,188.1289,1.834,842,NA,NA,NA,NA
28829,1.309,High Fat Diet,800.6043,4.944,463,CCMSLIB00010218554,"""Candidate Dihydroxylated bile acid (delta mass 407.3017; sirius atomic difference: 30C, 37H, 3N, -2O; buddy atomic difference: 24C, 41H, 1N, 4O)""",M+H,Dihydroxylated bile acid_cholic acid [M+NH4]+
24831,1.309,High Fat Diet,396.2202,4.055,NA,NA,NA,NA,NA
5907,1.309,Regular chow,218.1395,1.036,NA,CCMSLIB00003137676,Spectral Match to Phe-Leu-Arg from NIST14,M+2H,NA
22169,1.308,High Fat Diet,384.2388,3.432,NA,NA,NA,NA,NA
25512,1.308,High Fat Diet,392.3160,4.171,NA,CCMSLIB00010238933,"""Candidate Trihydroxylated bile acid (delta mass -16.98; sirius atomic difference: 1H, 1N, -2O; buddy atomic difference: 1H, 1N, -2O)""",M+H,NA
17340,1.308,High Fat Diet,547.7896,2.591,NA,NA,NA,NA,NA
36736,1.308,High Fat Diet,542.5165,6.783,NA,NA,NA,NA,NA
29852,1.307,Regular chow,510.2898,5.142,NA,NA,NA,NA,NA
1266,1.307,Regular chow,136.0489,0.259,694,NA,NA,NA,NA
6810,1.307,Regular chow,375.1881,1.073,NA,NA,NA,NA,NA
28772,1.307,Regular chow,457.2934,4.936,146,NA,NA,NA,NA
20261,1.307,High Fat Diet,275.1643,3.116,293,NA,NA,NA,NA
30864,1.307,High Fat Diet,558.4033,5.356,NA,NA,NA,NA,NA
26488,1.306,High Fat Diet,373.2742,4.233,15,CCMSLIB00010245833,"""Candidate Trihydroxylated bile acid (delta mass -36.0216; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005465753, """"(R)-4-((3R,5S,7S,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""")""",M+H,NA
9058,1.306,Regular chow,296.1618,1.501,NA,NA,NA,NA,NA
3215,1.306,Regular chow,166.0866,0.508,51,CCMSLIB00005885033,Phenylalanine - 40.00 eV,M+H,NA
35499,1.305,Regular chow,463.3782,6.271,NA,NA,NA,NA,NA
19406,1.305,Regular chow,612.3728,2.940,254,CCMSLIB00010221023,"""Candidate Tetrahydroxylated bile acid (delta mass 187.0804; sirius atomic difference: 11C, 5H, 7N, -3O; buddy atomic difference: 16C, 5H, 5N, -5O)""",M+H,Tetrahydroxylated bile acid_cbdive_005567 [M-H2O+H]+
29806,1.305,High Fat Diet,412.2521,5.175,NA,CCMSLIB00003135184,Spectral Match to N-Arachidonoyltaurine from NIST14,M+H,NA
28851,1.305,High Fat Diet,408.3112,4.948,463,CCMSLIB00010236463,"""Candidate Trihydroxylated bile acid (delta mass -0.9845; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)""",M+H,NA
24478,1.304,High Fat Diet,520.3506,3.955,NA,NA,NA,NA,NA
13769,1.304,High Fat Diet,348.6878,2.041,NA,NA,NA,NA,NA
19472,1.303,High Fat Diet,570.2924,2.904,NA,NA,NA,NA,NA
18172,1.303,High Fat Diet,336.1467,2.737,NA,NA,NA,NA,NA
30399,1.303,High Fat Diet,419.2433,5.280,542,NA,NA,NA,NA
17833,1.303,High Fat Diet,351.1921,2.648,NA,NA,NA,NA,NA
15042,1.303,Regular chow,245.1389,2.303,136,NA,NA,NA,NA
35612,1.303,Regular chow,584.5053,6.424,NA,NA,NA,NA,NA
24297,1.302,Regular chow,331.2480,3.929,NA,CCMSLIB00010261051,"""Candidate Pentahydroxylated bile acid (delta mass -110.0374; sirius atomic difference: -6C, -6H, -2O; buddy atomic difference: -6C, -6H, -2O)""",M+H,NA
21368,1.302,Regular chow,246.1703,3.372,186,NA,NA,NA,NA
30978,1.302,High Fat Diet,375.2907,5.354,NA,NA,NA,NA,NA
26008,1.302,Regular chow,321.2427,4.249,NA,NA,NA,NA,NA
17361,1.300,High Fat Diet,382.2342,2.589,251,NA,NA,NA,NA
24013,1.300,High Fat Diet,815.5681,3.951,NA,CCMSLIB00010218411,"""Candidate Trihydroxylated bile acid (delta mass 406.2707; sirius atomic difference: 24C, 38H, 5O; buddy atomic difference: 24C, 38H, 5O)""",M+H,"Trihydroxylated bile acid_3alpha,6alpha,7beta,12alpha-tetrahydroxy-5alpha-cholan-24-oic acid [M+H]+"
25940,1.299,High Fat Diet,356.2668,4.218,15,CCMSLIB00010248552,"""Candidate Trihydroxylated bile acid (delta mass -53.0284; buddy atomic difference: -7C, -7H, 5N, -2O)""",M+H,NA
11002,1.299,Regular chow,274.1768,1.724,NA,NA,NA,NA,NA
2387,1.299,Regular chow,221.0950,0.397,314,NA,NA,NA,NA
